Date,Close,High,Low,Open,Volume
1999-01-22,0.037606969475746155,0.0447696749313327,0.03557698571522234,0.04011373211012913,2714688000
1999-01-25,0.04154682531952858,0.04202360419507445,0.03760696960878922,0.04059142994120314,510480000
1999-01-26,0.0383230559527874,0.042859802271058525,0.03772616184910072,0.04202360333653504,343200000
1999-01-27,0.038203880190849304,0.0393976656282106,0.03629309185546099,0.038442269752683556,244368000
1999-01-28,0.038083747029304504,0.03844224827805183,0.03784535760063949,0.03820385884938682,227520000
1999-01-29,0.03629308193922043,0.038203869752530414,0.03629308193922043,0.03808375789816893,244032000
1999-02-01,0.03701010346412659,0.03724849308206784,0.03629310039734688,0.03629310039734688,154704000
1999-02-02,0.0341448150575161,0.037248472442561506,0.03307022645142446,0.036293080287226616,264096000
1999-02-03,0.03486090898513794,0.03533860686184842,0.033427818770671844,0.033667127116015876,75120000
1999-02-04,0.0367707796394825,0.03772617183552542,0.03486090381424342,0.035338601620097304,181920000
1999-02-05,0.03784535825252533,0.038203859507447833,0.036413184028702604,0.03736766057338523,136848000
1999-02-08,0.03653237596154213,0.03820385838251606,0.03653237596154213,0.03808374656390157,154080000
1999-02-09,0.03509930148720741,0.03748687202651441,0.034621603616552823,0.03724847908250479,86976000
1999-02-10,0.03474169969558716,0.03605467742478763,0.03414480562423619,0.035099285533401504,148224000
1999-02-11,0.03772617504000664,0.03915834976537667,0.034860906775347235,0.034860906775347235,132240000
1999-02-12,0.03987535461783409,0.04011374412617308,0.038203871617794684,0.038203871617794684,109728000
1999-02-16,0.040113747119903564,0.04226292811090538,0.03605469347798758,0.04059144498612146,211008000
1999-02-17,0.037964556366205215,0.03963603906116248,0.037248469158000994,0.03915834131778596,67728000
1999-02-18,0.03856145218014717,0.03963604073691384,0.03748686362338051,0.03915834297334098,70704000
1999-02-19,0.03987535461783409,0.04059144195673989,0.03772617378722788,0.038203871617794684,75360000
1999-02-22,0.040113747119903564,0.04106914285233935,0.03796456612890175,0.04059144498612146,205248000
1999-02-23,0.042023610323667526,0.04285980939722318,0.03868156363936847,0.041069133619761014,138096000
1999-02-24,0.045366574078798294,0.050142629254180504,0.04429198557398789,0.048231841707940024,612768000
1999-02-25,0.043934401124715805,0.04870954106003896,0.043217395083420575,0.04727736318927591,149136000
1999-02-26,0.04190443083643913,0.04584428839490034,0.041546844804246356,0.04441211346936493,172608000
1999-03-01,0.042143724858760834,0.043934404166308554,0.040113740665296715,0.04297900858760321,92160000
1999-03-02,0.04178522899746895,0.04226292684942837,0.04106914162649481,0.04202361851648367,55248000
1999-03-03,0.03891996666789055,0.042023624960667534,0.03868157711231958,0.042023624960667534,61392000
1999-03-04,0.038083747029304504,0.041069126061275656,0.037726161178475055,0.040829817819028905,57360000
1999-03-05,0.04023291915655136,0.04035211213939559,0.038442240648384265,0.038442240648384265,78768000
1999-03-08,0.04082983732223511,0.04202362266295961,0.0384422666407861,0.03915835408241668,75888000
1999-03-09,0.042143724858760834,0.04274061909983165,0.04071063490636753,0.04071063490636753,143184000
1999-03-10,0.04142672196030617,0.04274061886956746,0.04082982772245111,0.04274061886956746,235344000
1999-03-11,0.039636045694351196,0.04142672512922907,0.039636045694351196,0.04071063780118589,54288000
1999-03-12,0.03891996666789055,0.03987536251831618,0.038203879187106764,0.03987536251831618,90768000
1999-03-15,0.04059143736958504,0.0410691351461682,0.03963604181641871,0.03987535011160279,108816000
1999-03-16,0.039278462529182434,0.04130753161341403,0.03891996114050209,0.040829833756043564,79152000
1999-03-17,0.03951684758067131,0.04035212784609512,0.03856145205658691,0.039636040609910335,51360000
